Genesymbol_phosphosite,Gene,Log2change,p-value,adj_pvalue
FLNA_S9,FLNA,0.706326030606742,0.0349,0.0620477871586667
TE2IP_S9,TE2IP,0.269137269637492,0.0349,0.0620477871586667
MYH10_S6,MYH10,0.308322285040455,0.03490188027675,0.0620477871586667
TR150_S1,TR150,-0.80159816476804,0.035,0.062200488997555
DOCK7_S3,DOCK7,0.563290866508834,0.0351,0.0623564245810056
SH319_S8,SH319,0.303539202527294,0.0352,0.0625122513089005
MARE1_S3,MARE1,-0.68027513259141,0.0353,0.0626679692951849
GOGA4_S3,GOGA4,-0.313227365317944,0.0354,0.0628016736401674
SYNP2_S11,SYNP2,-0.067217715443774,0.0354,0.0628016736401674
HECD1_S3,HECD1,0.00745715118960076,0.035486759614107,0.0629336468862239
LTBP2_S2,LTBP2,1.43829542567035,0.0356,0.0630904911180773
MK03_Y15,MK03,0.501893412350812,0.0356,0.0630904911180773
I2BPL_S27,I2BPL,0.497039228257121,0.0357,0.0631796869565217
SASH3_T4,SASH3,0.945409286156258,0.0357,0.0631796869565217
SO2B1_S2,SO2B1,-0.228934338578428,0.0357,0.0631796869565217
TBCD5_T2,TBCD5,0.0839993013841946,0.0357,0.0631796869565217
DIP2B_Y1,DIP2B,0.39442921484141,0.0358,0.0633346314325452
CP2A6_S3,CP2A6,-0.853027622324466,0.035920141318368,0.0635030156455373
CP2AD_S3,CP2AD,-0.853027622324466,0.035920141318368,0.0635030156455373
SYJ2B_S3,SYJ2B,0.426080201271617,0.036,0.0636220910038208
CPZIP_S6,CPZIP,0.347887348579567,0.036063871714956,0.0637128400297556
SCAFB_S3_S9,SCAFB,0.564015314738055,0.0362,0.0639311350225616
CTND1_S5,CTND1,0.394306116735702,0.0364,0.0642397502601457
PPHLN_S8,PPHLN,-0.211336899639644,0.0364,0.0642397502601457
DEMA_S4,DEMA,1.28894976118705,0.036469809624823,0.0643339120091057
SH3B4_S3,SH3B4,0.00843704871775292,0.036478643110509,0.0643339120091057
GOLM1_T7,GOLM1,0.163815295825386,0.0366,0.0645255717255717
RHG01_S8,RHG01,-0.0882894469757128,0.0367,0.0646794596466921
HCLS1_S2,HCLS1,0.436166372198261,0.0369,0.0650094182825485
HTSF1_S1,HTSF1,-0.643707912339059,0.037,0.0651404844290657
SYNPO_S2,SYNPO,0.882696819769143,0.037,0.0651404844290657
FA83G_S1,FA83G,0.701910507108724,0.0372,0.0654699411968177
PDLI2_S14,PDLI2,-0.224993429668813,0.0373,0.0656005530591082
SYNP2_S3_S7,SYNP2,0.228072028984931,0.0373,0.0656005530591082
ADAM9_T6,ADAM9,0.310832014219254,0.0374,0.0657309844559586
SYNRG_S3,SYNRG,-0.458479800257293,0.0374,0.0657309844559586
ZO2_Y3,ZO2,1.16179249779176,0.037417419675386,0.0657388920263688
TBC17_S28,TBC17,0.265794504402646,0.037580996906798,0.0659003789183603
SNW1_S4_S12,SNW1,0.218953366970322,0.0376,0.0659003789183603
TBA1A_S2,TBA1A,-0.407481064484913,0.0376,0.0659003789183603
TBA1B_S2,TBA1B,-0.407481064484913,0.0376,0.0659003789183603
TBA1C_S2,TBA1C,-0.407481064484913,0.0376,0.0659003789183603
TBA3C_S2,TBA3C,-0.407481064484913,0.0376,0.0659003789183603
TBA4A_S2,TBA4A,-0.407481064484913,0.0376,0.0659003789183603
AKAP2_S12,AKAP2,0.194603326731616,0.0378,0.0662280991735537
CE170_S3,CE170,0.370773788330735,0.03785489140177,0.0663014414637541
IRAK3_S3,IRAK3,0.701987813038771,0.0379,0.066357604955265
AAKG2_S11,AAKG2,0.506331417516917,0.038,0.0665098039215686
KCD12_S15,KCD12,-0.617769774240991,0.0381,0.0665931982136723
PRC2C_T2,PRC2C,0.48221109223672,0.0381,0.0665931982136723
T22D4_S3,T22D4,0.144151311937027,0.0381,0.0665931982136723
US6NL_S6,US6NL,0.389871219580465,0.0381,0.0665931982136723
ERBIN_T5,ERBIN,0.901676566689301,0.0386,0.067443956043956
ARHG7_S3,ARHG7,-0.214019687079794,0.0388,0.0677701338825953
IRS1_S3,IRS1,-0.251690976710256,0.039,0.0680960878517502
AOXA_S21,AOXA,-0.673429285409318,0.0392,0.0683514736120631
SRG2B_S4,SRG2B,-0.267409622668804,0.0392,0.0683514736120631
SRG2C_S4,SRG2C,-0.267409622668804,0.0392,0.0683514736120631
SRGP2_S4,SRGP2,-0.267409622668804,0.0392,0.0683514736120631
LIMD1_S2,LIMD1,0.410454718220968,0.0394,0.0686766700924974
DHX9_T22,DHX9,0.62219045654489,0.03943980406284,0.0687225079012774
TM238_S3,TM238,0.31944874078364,0.0395,0.0688038343033208
C5AR1_T4,C5AR1,-0.258657580559036,0.0397,0.0691285420944559
KRI1_S7,KRI1,-0.43379758493893,0.0398,0.0692789599726309
F1711_S5,F1711,0.387359993942817,0.0399,0.0694055384615385
SIPA1_S3,SIPA1,0.280888240559399,0.0399,0.0694055384615385
ADRM1_T7,ADRM1,-0.781781367728484,0.0401,0.0697057738298599
ERBB3_S3,ERBB3,0.735454958443702,0.0401,0.0697057738298599
CCD86_S17,CCD86,-0.442543747677246,0.0404,0.0701793103448276
ZYX_S13,ZYX,0.625641972087186,0.0404,0.0701793103448276
HACD3_S5,HACD3,-0.376265738685685,0.0405,0.0703050153531218
TB182_S19,TB182,0.656698030798135,0.0405,0.0703050153531218
CTND1_Y7,CTND1,0.480540038238265,0.0406,0.0704065439672802
ELF4_T4,ELF4,-0.290642249564735,0.0406,0.0704065439672802
VIGLN_S12,VIGLN,-0.809845570805116,0.0406,0.0704065439672802
TIF1B_S13,TIF1B,1.24327928996479,0.0407,0.0705559114139693
PEAK1_S9,PEAK1,0.803772399867212,0.0408,0.0707051771117166
KCC2D_T9,KCC2D,-0.176986343933886,0.040917954238584,0.0708854447279249
TGON2_S6,TGON2,-0.330718303405596,0.0411,0.0711765827093261
CC120_S1,CC120,-0.138572646074212,0.0413,0.0714742857142857
TRA2A_T6,TRA2A,0.809529713401616,0.0413,0.0714742857142857
DOCK7_S5,DOCK7,0.151506051061959,0.0417,0.0721174711080897
HNRPM_S6,HNRPM,0.278187083462991,0.0417,0.0721174711080897
SRBS1_T7,SRBS1,0.345159453339501,0.0418,0.0722658511722732
VPS52_S5,VPS52,0.847760348440487,0.041933991262393,0.0724728762034836
AINX_S4,AINX,-0.394008389239604,0.0421,0.0727350764006791
SYMPK_S3,SYMPK,0.728468012220022,0.0422,0.0728830957230143
ALBU_S18,ALBU,1.75348123141623,0.042377839112343,0.0731654039374283
AL1A1_T8,AL1A1,-0.509048618342541,0.0425,0.073276855303287
WAC2A_S5,WAC2A,0.822584811186174,0.0425,0.073276855303287
WAC2C_S5,WAC2C,0.822584811186174,0.0425,0.073276855303287
ZC3HD_T5,ZC3HD,-0.708187580169474,0.0425,0.073276855303287
ARHG1_S4,ARHG1,0.759951114377252,0.042670717913459,0.0735462780297017
DCAF6_S5,DCAF6,-0.216133864400822,0.0429,0.0738914014895058
SIR6_T10,SIR6,-0.136985472712574,0.0429,0.0738914014895058
ERRFI_S1,ERRFI,-0.666825442455734,0.0431,0.0742107614213198
WNK1_S11,WNK1,-0.231861411657649,0.0433,0.0745299052774019
COBL_S3,COBL,0.120376128659587,0.0434,0.0746767669935746
ZO3_S3,ZO3,-0.551432542889204,0.0435,0.0748235294117647
ARHGF_S12,ARHGF,0.67486508436117,0.0436,0.0749195542046606
HACD3_S4,HACD3,-0.662707064433652,0.0436,0.0749195542046606
STEA3_T3,STEA3,1.02948563273844,0.0436,0.0749195542046606
LSR_T9,LSR,-0.0152511209844183,0.0438,0.0752378122889939
MBB1A_S3,MBB1A,-0.378496959461268,0.0439,0.0753587044534413
NRDC_S16,NRDC,0.0075035888708232,0.0439,0.0753587044534413
CIC_S5,CIC,0.088810146416745,0.043979920592762,0.0754704337187093
K0556_S3,K0556,0.475314402122143,0.0442,0.0758225219150371
CALRL_S6,CALRL,-0.340528528359176,0.0443,0.0759172785449646
SFR19_S15,SFR19,0.275713084076398,0.0443,0.0759172785449646
SMTN_S3,SMTN,-0.549583138329362,0.0443,0.0759172785449646
GSTA1_S1,GSTA1,-0.669746461537088,0.0445,0.0761574167507568
GSTA2_S1,GSTA2,-0.669746461537088,0.0445,0.0761574167507568
GSTA5_S1,GSTA5,-0.669746461537088,0.0445,0.0761574167507568
HD_S3,HD,0.429468534290341,0.0445,0.0761574167507568
FOXO1_S7,FOXO1,0.423749610394983,0.0448,0.0765935483870968
GAS2_T5,GAS2,-0.672613433089486,0.0448,0.0765935483870968
MAVS_S2,MAVS,-0.737517474255928,0.0448,0.0765935483870968
COASY_S22,COASY,0.503174751078189,0.04482062546665,0.0766030710024572
EXOC8_S4,EXOC8,0.32939156649469,0.0449,0.0767129617192747
F1711_S4,F1711,0.465954632045916,0.045,0.0768322147651007
MCL1_S14,MCL1,0.364243078264896,0.045,0.0768322147651007
DAB2_S9,DAB2,0.75860922023598,0.0452,0.0771219315895372
RCAS1_S3,RCAS1,0.336139961168748,0.0452,0.0771219315895372
PABP2_S5,PABP2,0.420113388938497,0.0454,0.0774372108615488
MYLK_S9,MYLK,0.797204086094692,0.045415244494697,0.0774372533475263
VIME_S5,VIME,0.449153142653022,0.0455,0.0775557788944724
CAMP3_T3,CAMP3,-0.331178274663926,0.0458,0.0779626630980261
MYO9B_S15,MYO9B,0.468256858195202,0.0458,0.0779626630980261
ODPAT_S5_S12,ODPAT,-0.304397016773714,0.0458,0.0779626630980261
ODPA_S5_S12,ODPA,-0.304397016773714,0.0458,0.0779626630980261
T22D3_S14,T22D3,-0.338599542854534,0.046,0.0782769230769231
NUCB1_S2,NUCB1,-0.146644115648564,0.0463,0.0787347593582888
PDS5B_T3,PDS5B,-0.135529081466995,0.0463,0.0787347593582888
PTN3_S3,PTN3,-0.141922480342703,0.0464,0.078878449716004
BCKD_T5,BCKD,-0.388620429755506,0.0465,0.0789166110740494
COASY_S26,COASY,-1.04293226062702,0.0465,0.0789166110740494
MRCKA_S1,MRCKA,-0.355412566660587,0.0465,0.0789166110740494
SHAN3_S3,SHAN3,0.347218632165901,0.0465,0.0789166110740494
ZO1_T6,ZO1,-0.5327636643551,0.0465,0.0789166110740494
K1C18_S15,K1C18,0.350889088844778,0.046654006583456,0.0791515790252164
TANK_S4,TANK,0.243594705841513,0.0467,0.0792032
OSBP1_T1,OSBP1,1.21088460531648,0.047,0.0796588940706196
TPD52_S1,TPD52,-0.0164370718391025,0.047,0.0796588940706196
KPCZ_T11,KPCZ,0.347626492646549,0.0476,0.080648951048951
COQ3_S1,COQ3,-0.467317342475975,0.0479,0.0811302263648469
CBX8_S6,CBX8,-0.0508099689280913,0.048,0.0812455089820359
PKHA7_S3,PKHA7,0.250219755987277,0.048,0.0812455089820359
PKN2_S3,PKN2,-0.232792913952256,0.0481,0.0813876953774526
LARP1_S1_S9,LARP1,1.01451546089132,0.048504085562388,0.082044144727869
AAPK2_S2,AAPK2,0.645724606923882,0.0487,0.0822934573231485
NBN_S7,NBN,0.652276090433429,0.0487,0.0822934573231485
TYB4_T3,TYB4,1.65553811340195,0.0487,0.0822934573231485
CASC3_S3,CASC3,0.403224337615647,0.0489,0.0824944297082228
H12_S4,H12,-0.634026699900928,0.0489,0.0824944297082228
H13_S4,H13,-0.634026699900928,0.0489,0.0824944297082228
H14_S4,H14,-0.634026699900928,0.0489,0.0824944297082228
RRBP1_S14,RRBP1,-0.133788980102239,0.0489,0.0824944297082228
K1109_T8,K1109,-0.43803068633218,0.049,0.0825809870818152
PAK4_S3,PAK4,-0.237724470163895,0.049,0.0825809870818152
PRSR2_S3,PRSR2,-0.245002548813042,0.049,0.0825809870818152
VIME_Y11,VIME,1.04536388819349,0.0491,0.082722119205298
NFAC2_S2,NFAC2,0.0972121880811898,0.0492,0.0828631578947368
UBP15_S7,UBP15,0.659002496736119,0.049227649147586,0.0828822894979873
AHNK_T3,AHNK,0.955811218430217,0.0493,0.0828943820224719
HNRPU_S22,HNRPU,0.340178674299257,0.0493,0.0828943820224719
IGHG4_Y23,IGHG4,0.509796875358574,0.0493,0.0828943820224719
NELFA_S13,NELFA,-0.233332743110177,0.0493,0.0828943820224719
KBTBB_S3_S7,KBTBB,-0.107032391622259,0.0494,0.0830350842418236
RGPS2_S15,RGPS2,0.481494528683452,0.0495,0.0831756935270806
PI42B_T4,PI42B,0.698117462881379,0.0496,0.0832887128712871
WAP53_S17,WAP53,0.673501146439008,0.0496,0.0832887128712871
PALM3_T4,PALM3,-0.532615111410997,0.0499,0.0837648300890795
LZTS3_T8,LZTS3,0.370155363513614,0.0501,0.0840728232189974
MLF2_S4,MLF2,0.352503504793681,0.0502,0.0842128585558853
4EBP2_T26,4EBP2,0.195942351902116,0.0505,0.0846324110671937
MTMR5_T4,MTMR5,0.352517331640112,0.0505,0.0846324110671937
PRP31_S7,PRP31,0.396449648286592,0.0505,0.0846324110671937
ABCF1_S13,ABCF1,1.00454302079285,0.0506,0.0847720777082647
AAKG2_S5,AAKG2,0.466974089004732,0.0507,0.0848837117472853
I2BP1_S1,I2BP1,0.190895906394056,0.0507,0.0848837117472853
F16A2_S3,F16A2,0.455774249408293,0.050735634286522,0.0849154300163895
COBL1_T3,COBL1,1.31260943712109,0.0508,0.0849951989477146
KCC2A_T3,KCC2A,-1.01862495347731,0.0509,0.0850785808147175
KCC2D_T3,KCC2D,-1.01862495347731,0.0509,0.0850785808147175
SRRM2_S11,SRRM2,0.272696446048382,0.0509,0.0850785808147175
IF4B_S3_S10,IF4B,-0.190223108297549,0.051,0.0852177339901478
LARP4_S11,LARP4,0.050262990156111,0.0512,0.0855238345370978
FETUA_S7,FETUA,-0.39100199948827,0.0514,0.0858297341647522
SWAHB_S14,SWAHB,0.223266648322556,0.0516,0.0861354330708661
UH1BL_S1,UH1BL,0.580675726804763,0.0518,0.0864409314529354
PDLI2_S5,PDLI2,0.397386070399127,0.0519,0.0865794098360656
DHX16_S8,DHX16,-0.126825731026037,0.052,0.0867177974434612
K1C18_S9,K1C18,0.327004414084605,0.0525,0.0874942679331805
MTAP2_T6,MTAP2,0.296734709905651,0.0525,0.0874942679331805
CPEB4_S4,CPEB4,0.0876912223500041,0.0527,0.0877988212180747
CASC4_S5,CASC4,0.154081071729875,0.0528,0.0879366284779051
LIRB5_S3,LIRB5,0.350718622590371,0.0532,0.0885738219895288
RHG17_S3,RHG17,0.343224072028704,0.053568109570379,0.0891575209336239
PALM3_T10,PALM3,0.148161398391935,0.0536,0.0891814257684761
LRRF2_S14,LRRF2,-0.106847387505992,0.0537,0.0892894117647059
STAB2_S9,STAB2,0.555162501924553,0.0537,0.0892894117647059
TR150_S4,TR150,-0.257740698531159,0.0538,0.0894264619405423
KCNJ8_S4,KCNJ8,-0.821697194693302,0.0542,0.0900031331592689
SOS1_S15,SOS1,0.739236178440397,0.0542,0.0900031331592689
SSFA2_T6,SSFA2,-0.111378256387002,0.0542,0.0900031331592689
ABLM2_S2,ABLM2,-0.376688080166243,0.0544,0.0903057748776509
SYEP_S15,SYEP,0.038118434476636,0.0547,0.090774168297456
PLPL2_S4,PLPL2,0.129152242295615,0.0548,0.0908808344198175
PTPS_S3,PTPS,0.317874576327844,0.0548,0.0908808344198175
FAK1_S25,FAK1,0.391938917137979,0.055,0.0911827956989247
SRC8_T3_S7,SRC8,-0.229907589601591,0.0552,0.0914845602605863
ACTB_S3,ACTB,-0.232717832929071,0.0554,0.09175625
ACTG_S3,ACTG,-0.232717832929071,0.0554,0.09175625
AKT1_S5,AKT1,0.0183583818475885,0.0555,0.0918919622518711
HNRPM_S10,HNRPM,0.412213427796041,0.0561,0.0928551724137931
SC31A_S3,SC31A,-1.16028734657829,0.0562,0.0929904390243902
PALLD_S1,PALLD,-0.206040517301399,0.0563,0.0931256176853056
MET22_S3,MET22,-0.289673599591883,0.056475149809674,0.0933653783696005
APJ_S3,APJ,1.17572455533411,0.0565,0.0933653783696005
PA24A_S2,PA24A,-0.347811573962059,0.0565,0.0933653783696005
CCD86_S3,CCD86,0.0175656345935781,0.0566,0.0935002597402598
NFIB_S21,NFIB,0.330400546642827,0.0567,0.0935743107362958
ODPAT_S3,ODPAT,-0.70083629189835,0.0567,0.0935743107362958
ODPA_S3,ODPA,-0.70083629189835,0.0567,0.0935743107362958
MAP4_S14,MAP4,0.0642356389562488,0.056726113950038,0.093587051808623
CROCC_S3,CROCC,-0.477407046884045,0.0568,0.0936785737439222
G3P_T8,G3P,-0.358600908308557,0.057,0.0939475218658892
VASP_S4,VASP,0.577809306503296,0.057,0.0939475218658892
CRK_S3,CRK,-0.292505606583807,0.0571,0.0940355233916549
GALT_S28,GALT,0.498817337783712,0.0571,0.0940355233916549
PDLI5_T9,PDLI5,0.40928769297552,0.057108837908847,0.0940355233916549
WIPF2_S14,WIPF2,-0.260201913416051,0.0572,0.0941551601423488
NU153_S13,NU153,0.515007398218654,0.0573,0.0942892626131953
ANXA4_S3,ANXA4,-0.493697157743588,0.0576,0.0947522793404462
PROX1_S10,PROX1,0.592128442386994,0.0577,0.094886102133161
SMRCD_S3,SMRCD,1.13773600165255,0.0578,0.0950198384491115
CD44_S16,CD44,-0.314873051420196,0.0579,0.0951227639651276
PRPK_T3,PRPK,-0.317196959128678,0.0579,0.0951227639651276
IRS2_S11,IRS2,0.0117114290226601,0.0582,0.0955847643641059
IF4B_S7,IF4B,0.228074289939205,0.0583,0.0956872258064516
SHRM3_S3,SHRM3,-0.240502425896663,0.0583,0.0956872258064516
MILK1_S3,MILK1,-0.0581541934063562,0.058530833108789,0.0960351108860105
ST38L_S5,ST38L,0.918720791652924,0.0586,0.0961176015473888
SRRM1_Y2,SRRM1,0.136029715417125,0.058667101190972,0.0961966519045006
F134C_S16,F134C,0.0117584355175996,0.0588,0.0963835051546392
DOCK8_S3,DOCK8,0.707368028324822,0.0589,0.0965163285024155
PYC_S1,PYC,-0.639470113264679,0.0591,0.0968128783000644
NUP98_S8,NUP98,-0.0542439568509144,0.0594,0.0972729964596073
DDX54_S6,DDX54,-0.451231314489414,0.0596,0.0975377291733676
TENS1_T10,TENS1,0.509287634148167,0.0596,0.0975377291733676
FNIP1_S3,FNIP1,0.320672857235049,0.0597,0.0976699678456592
MAP1B_S5,MAP1B,-0.586736403192361,0.0598,0.0977706940874036
RHG12_S1,RHG12,-0.362042810968267,0.0598,0.0977706940874036
TPC12_S10,TPC12,0.229665414345224,0.0599,0.097876765618003
LARP1_T5,LARP1,-0.468435255712359,0.059903350655358,0.097876765618003
SL9A1_S3,SL9A1,-0.355836672776785,0.0602,0.0983298876404494
SNIP1_S2,SNIP1,-0.576501729224061,0.0604,0.0986249037227214
MOT1_S3,MOT1,-0.259696225671775,0.060467199031612,0.0987029543384157
LARP1_S3,LARP1,0.387424977501563,0.0607,0.0990511866581142
IQEC1_S6,IQEC1,-0.360136890133765,0.0608,0.0991825585123437
PHF12_T3,PHF12,0.359703522327834,0.0611,0.09964
MYO9B_S3,MYO9B,0.601818425017037,0.0615,0.100260173021467
ML12A_S3,ML12A,-0.0127165277560075,0.0618,0.100588099808061
ML12B_S3,ML12B,-0.0127165277560075,0.0618,0.100588099808061
MYL9_S3,MYL9,-0.0127165277560075,0.0618,0.100588099808061
SNTB2_S17,SNTB2,0.3077312289492,0.0618,0.100588099808061
SRCN1_S3,SRCN1,-0.270749787028108,0.0618,0.100588099808061
LRWD1_S4,LRWD1,-0.33280260238356,0.061883265989424,0.100691415847198
ADCY6_S6,ADCY6,-0.215301082503041,0.0623,0.101337084398977
AAKB2_S4,AAKB2,0.137209817092522,0.0624,0.101434888178914
HBB_T10,HBB,1.74368369190012,0.0624,0.101434888178914
CPSF6_S5,CPSF6,-0.416218998349537,0.062719513103862,0.101921712766672
BCR_S2,BCR,-0.137256252696576,0.0629,0.102117166560306
DOK3_S3,DOK3,0.435786325992143,0.0629,0.102117166560306
UBP14_S2,UBP14,-0.310345435701338,0.0629,0.102117166560306
SO2B1_T5,SO2B1,0.211830280171153,0.0632,0.102571483253589
PHLB2_S4,PHLB2,-0.47577252173138,0.0635,0.102992668154288
RBM26_S4,RBM26,0.0794338309300502,0.0635,0.102992668154288
MPPB_S1,MPPB,0.629286685441859,0.0636,0.103121988527725
ZMYM4_S3,ZMYM4,0.793982431103335,0.0637,0.103251226505256
STXB5_S3,STXB5,0.345528181074918,0.0639,0.103542420382166
STML2_T6,STML2,0.605832811500663,0.063951373614737,0.103592673973824
K1C18_S20,K1C18,1.30941129625638,0.064,0.103638446849141
YJ005_S3,YJ005,0.498754594950682,0.0641,0.103767356029271
CAP1_T13,CAP1,0.405787985370014,0.0645,0.104381679389313
ATN1_S10,ATN1,0.110191999772587,0.0647,0.104672050874404
SFR19_Y14,SFR19,0.56378844528376,0.064734458965966,0.104694509605478
SAFB1_S32,SAFB1,0.324386067274018,0.0649,0.104895552731893
SAFB2_S32,SAFB2,0.324386067274018,0.0649,0.104895552731893
TCOF_S7,TCOF,0.353813560454032,0.0651,0.105185392187996
TRA2A_T4,TRA2A,-0.197655080721778,0.0652,0.105313523809524
BRD4_S1,BRD4,-0.391345335210671,0.0654,0.105581742395533
LPP_S2,LPP,0.009155049127828,0.065407557395975,0.105581742395533
PDE3A_T2,PDE3A,-0.801233811522281,0.0655,0.105663918833228
UBP2L_S17,UBP2L,0.880434446004867,0.0655,0.105663918833228
HPT_T9,HPT,0.872041851275061,0.0657,0.105952963549921
CYBR1_S14,CYBR1,0.712934314980127,0.0658,0.106080608365019
PDLI5_S7,PDLI5,0.763569239988052,0.066,0.106369337979094
HBB_S9,HBB,0.90301383306959,0.0661,0.106463057929725
UN5CL_S18,UN5CL,0.350993323889213,0.0661,0.106463057929725
AL9A1_T4,AL9A1,0.21936517904713,0.0663,0.106751392405063
BCAR1_S3,BCAR1,0.455555326134012,0.0664,0.106811002213089
FLI1_S11,FLI1,0.315358775946121,0.0664,0.106811002213089
NDRG2_T1,NDRG2,-0.47990146978804,0.0664,0.106811002213089
DCAF5_S13,DCAF5,-0.0596808708922753,0.0665,0.106904265402844
LMNB1_S9,LMNB1,-0.328592152836923,0.0665,0.106904265402844
CXB1_S3,CXB1,-0.431391375663761,0.0666,0.106963636363636
FCHO2_S4,FCHO2,0.0492120555316116,0.0666,0.106963636363636
RBM15_T3,RBM15,-0.244925185669892,0.0666,0.106963636363636
TOM22_S10,TOM22,-0.154045802165548,0.0667,0.107090438624172
MK14_Y9,MK14,-0.260720077371372,0.0668,0.107217160883281
HS90B_S5,HS90B,-0.054793427276466,0.0669,0.107343803216651
AT131_S2,AT131,0.16768008950735,0.067,0.107470365699874
AAK1_S12,AAK1,0.0660920113047464,0.0672,0.107723251417769
KMT2A_S3,KMT2A,0.242159607275173,0.0672,0.107723251417769
MBB1A_S14,MBB1A,0.40734023255489,0.0673,0.107815617128463
PPIG_T4,PPIG,-0.363660001742486,0.0673,0.107815617128463
ATX2_S34,ATX2,-0.183858044812111,0.0674,0.107941831916903
EMD_S2,EMD,0.706918576277189,0.0675,0.108067967275016
WIPF2_S11,WIPF2,-0.297086631494634,0.067533290406303,0.108085042238278
MTSSL_S5,MTSSL,-0.306778214451327,0.067553151398924,0.108085042238278
PLIN2_S5,PLIN2,1.91962710378325,0.0678,0.108445897516504
PKHA6_S3_S7,PKHA6,0.710449227643143,0.067900615895137,0.108572700714789
FLI1_S8,FLI1,0.167582592495736,0.0681,0.108857304429783
PKHA1_S1,PKHA1,0.322131343680241,0.0682,0.108948697017268
SPTN1_S4,SPTN1,-0.336954356772197,0.0682,0.108948697017268
PPCT_S1,PPCT,0.178194507900681,0.0683,0.109039974898023
TM201_S3,TM201,0.243528084413192,0.0683,0.109039974898023
SYNP2_T19,SYNP2,0.665065640645421,0.0685,0.109324968632371
TOIP1_S14,TOIP1,0.513274291634755,0.0686,0.109450235183443
ENAH_S3,ENAH,-0.221330652041267,0.0688,0.109666165413534
F16P2_Y8,F16P2,-0.364752914126871,0.0688,0.109666165413534
UBR5_S1,UBR5,0.266781271517456,0.0688,0.109666165413534
AFAD_S5,AFAD,0.811430234171273,0.068925408869076,0.109831656851193
FIBA_S5,FIBA,1.31785849628149,0.069,0.109916092673763
ACTBL_Y2,ACTBL,-0.665758606735023,0.0692,0.110200187793427
PA24C_S3,PA24C,-0.527574157756602,0.0693,0.110324906132666
RB6I2_S3,RB6I2,0.441681529964371,0.0697,0.110892307692308
SRRM2_S3_T5,SRRM2,0.470728533543839,0.0697,0.110892307692308
AK1C1_S12,AK1C1,0.262798058988746,0.0701,0.111459
AK1C2_S12,AK1C2,0.262798058988746,0.0701,0.111459
DAB2P_S3,DAB2P,0.391710502984266,0.0703,0.111672307211989
EMAL4_S9,EMAL4,0.324045908290767,0.0703,0.111672307211989
LASP1_S16,LASP1,-0.152941498566001,0.0703,0.111672307211989
NFIA_S5,NFIA,0.441586416681227,0.0704,0.111761372854914
YBOX1_S11,YBOX1,1.27693331517848,0.0704,0.111761372854914
MTSSL_Y8,MTSSL,-0.175209469639946,0.0705,0.11188521522146
FND3B_S3,FND3B,0.299891484545818,0.0707,0.112132668329177
MYLK_T4,MYLK,0.491695426553351,0.0707,0.112132668329177
BRE1A_S13,BRE1A,-0.213471347058596,0.0709,0.112414833281396
SEPT5_S3,SEPT5,0.994041864481514,0.0712,0.112855327102804
EVL_S7,EVL,-0.333499332101435,0.0715,0.113260273972603
SYNE2_S3,SYNE2,-0.264726675987671,0.0715,0.113260273972603
M4K2_S3,M4K2,-0.264032856159255,0.0716,0.113348102053516
NIPA_S7,NIPA,-0.0732851621346888,0.0716,0.113348102053516
TENS1_T14,TENS1,-0.392346072558311,0.072,0.113945878693624
CD33_T7,CD33,-0.309008024716047,0.0721,0.114068656716418
AFAD_S8,AFAD,0.216519929216405,0.0722,0.114120410065238
FBRL_S3,FBRL,-0.698613321399656,0.0722,0.114120410065238
PKHA1_S3,PKHA1,0.279635363980549,0.0722,0.114120410065238
PTRF_S1,PTRF,0.502120162815762,0.0723,0.11424298136646
SUN2_S3,SUN2,-0.316700033748547,0.0726,0.114681403290903
REEP4_S1,REEP4,-0.161018403743335,0.0727,0.114803724394786
LRRK2_S4,LRRK2,-0.327151780489627,0.0728,0.114890322580645
SC16A_S11,SC16A,-0.255545207517008,0.0728,0.114890322580645
SIGL7_S4,SIGL7,-0.0842699664667262,0.0729,0.115012465116279
SYNPO_Y23,SYNPO,0.406825749220527,0.0731,0.1152870413304
LBR_S4,LBR,-0.563950178573188,0.073119355812343,0.1152870413304
NUCL_S4,NUCL,0.883455000533812,0.0736,0.116008921933086
HEP2_T5,HEP2,-0.40010809443146,0.0738,0.116288138742645
TRIPC_S1,TRIPC,-0.555192767663994,0.0741,0.116724705882353
MEF2D_S2,MEF2D,-0.228806698094302,0.074275289194305,0.116964615110066
M4K3_S3,M4K3,1.5579300020136,0.0743,0.116967326732673
PDPK1_S3,PDPK1,0.117160860783953,0.0745,0.117209647495362
PDPK2_S3,PDPK2,0.117160860783953,0.0745,0.117209647495362
SEPT9_S1,SEPT9,0.492879828980672,0.0746,0.117294437577256
SFR15_S30,SFR15,0.498241304789374,0.0746,0.117294437577256
RPRD2_S5,RPRD2,0.222645730246668,0.0747,0.117415384615385
CSKI2_S7,CSKI2,-0.337740297541806,0.0748,0.117499969126274
OCLN_Y1,OCLN,0.441809540533574,0.0748,0.117499969126274
AFAD_S1_S11,AFAD,0.0540876665211677,0.0749,0.11758444924406
INT12_S3,INT12,-0.794061088993676,0.0749,0.11758444924406
TENS1_S4,TENS1,-0.332553147471386,0.0751,0.117862060456508
KANL1_T7,KANL1,0.658793474713895,0.0754,0.118296392229417
ZN318_S2,ZN318,-0.392945841696251,0.0755,0.118416769420469
BCLF1_S15,BCLF1,0.347688326329586,0.0756,0.118537072419106
